cik,subset,ticker,label,Fiscal Period,Cost of Goods Sold,"Depreciation, Depletion and Amortization",EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
1289308,train,ENS,False,Mar 2020,2303.0,87.0,191.0,278.0,785.0,1105.0,2096.0,137.0,1557.0,3088.0,3302.0,1563.0,600.0,519.0,1998.0,530.0,654.0
1289308,train,ENS,False,Mar 2021,2239.0,94.0,209.0,303.0,739.0,970.0,3882.0,143.0,1670.0,2978.0,3463.0,1691.0,677.0,518.0,1919.0,482.0,661.0
353230,train,OCR,False,Dec 2010,4806.0,133.0,409.0,542.0,1377.0,1968.0,3914.0,87.0,1652.0,6183.0,7193.0,2297.0,540.0,419.0,3398.0,944.0,931.0
353230,train,OCR,False,Dec 2011,4806.0,133.0,409.0,542.0,1377.0,1968.0,3914.0,87.0,1652.0,6183.0,7193.0,2297.0,540.0,419.0,3398.0,944.0,931.0
353230,train,OCR,False,Dec 2012,4677.0,136.0,447.0,583.0,1483.0,2030.0,3778.0,195.0,1801.0,6160.0,6989.0,2089.0,482.0,386.0,3484.0,1036.0,857.0
353230,train,OCR,False,Dec 2013,4593.0,133.0,298.0,431.0,1421.0,1750.0,6073.0,-43.0,1694.0,6013.0,6692.0,2015.0,1133.0,512.0,3951.0,1123.0,696.0
353230,train,OCR,False,Dec 2014,4999.0,132.0,427.0,560.0,1419.0,1669.0,7179.0,145.0,1757.0,6418.0,6108.0,1599.0,868.0,520.0,3519.0,991.0,579.0
1534992,test,FRGI,False,Dec 2016,533.9,36.8,27.2,64.0,177.9,71.4,798.7,16.7,100.7,711.8,441.6,26.9,46.8,2.9,177.4,125.0,12.1
1534992,test,FRGI,False,Dec 2017,523.5,35.0,-41.1,-6.2,145.6,76.4,510.1,-36.2,64.4,669.1,423.3,41.0,59.8,2.9,191.8,125.0,21.2
1534992,test,FRGI,False,Dec 2018,543.9,37.6,9.0,46.6,144.7,79.6,416.6,7.8,72.3,688.6,418.7,44.4,46.6,2.8,178.6,114.5,26.4
1534992,test,FRGI,False,Dec 2019,272.4,39.2,10.2,49.4,91.1,76.8,253.3,-84.4,1.9,363.5,568.6,39.3,63.6,3.4,410.4,80.9,11.8
1534992,test,FRGI,False,Dec 2020,245.0,38.2,-10.1,28.1,70.4,71.6,288.3,-10.2,-8.3,315.4,568.7,84.0,64.9,2.1,421.0,72.5,14.3
1060439,train,OVER,False,Dec 1998,4.0,0.0,14.0,14.0,23.0,1.0,0.0,-29.0,-43.0,27.0,130.0,111.0,16.0,0.0,17.0,23.0,3.0
1060439,train,OVER,False,Dec 1999,4.0,0.0,14.0,14.0,23.0,1.0,0.0,-29.0,-43.0,27.0,130.0,111.0,16.0,0.0,17.0,23.0,3.0
1060439,train,OVER,False,Dec 2000,5.0,0.0,14.0,14.0,98.0,0.0,0.0,-459.0,-502.0,103.0,121.0,86.0,33.0,0.0,33.0,98.0,5.0
1060439,train,OVER,False,Dec 2001,21.0,0.0,14.0,14.0,267.0,0.0,0.0,20.0,-482.0,288.0,232.0,155.0,52.0,0.0,52.0,253.0,11.0
1060439,train,OVER,False,Dec 2002,33.0,0.0,90.0,90.0,635.0,0.0,0.0,73.0,-409.0,668.0,436.0,278.0,131.0,0.0,132.0,545.0,32.0
706539,train,CHIR,False,Dec 2001,342.0,124.0,278.0,402.0,934.0,417.0,0.0,181.0,-221.0,1276.0,2960.0,1386.0,299.0,146.0,874.0,701.0,279.0
706539,train,CHIR,False,Dec 2002,342.0,124.0,278.0,402.0,934.0,417.0,0.0,181.0,-221.0,1276.0,2960.0,1386.0,299.0,146.0,874.0,701.0,279.0
706539,train,CHIR,False,Dec 2003,572.0,146.0,328.0,474.0,1194.0,927.0,0.0,227.0,-47.0,1766.0,4195.0,1258.0,437.0,200.0,1737.0,903.0,384.0
706539,train,CHIR,False,Dec 2004,670.0,186.0,101.0,287.0,1054.0,937.0,0.0,79.0,-12.0,1723.0,4296.0,1385.0,425.0,221.0,1676.0,1004.0,393.0
706539,train,CHIR,False,Dec 2005,732.0,174.0,233.0,407.0,1188.0,891.0,0.0,180.0,104.0,1920.0,4747.0,1592.0,565.0,232.0,1742.0,1037.0,483.0
1283630,train,ACC,False,Dec 2016,365.0,211.0,180.0,392.0,421.0,2026.0,6581.0,99.0,-670.0,786.0,5866.0,81.0,176.0,0.0,2360.0,243.0,8.0
1283630,train,ACC,False,Dec 2017,362.0,235.0,142.0,377.0,434.0,2897.0,5595.0,69.0,-838.0,796.0,6897.0,74.0,181.0,0.0,3266.0,277.0,9.0
1283630,train,ACC,False,Dec 2018,404.0,263.0,221.0,484.0,477.0,2640.0,5669.0,117.0,-971.0,881.0,7039.0,115.0,476.0,0.0,3308.0,307.0,9.0
1283630,train,ACC,False,Dec 2019,426.0,275.0,200.0,475.0,517.0,2972.0,6458.0,85.0,-1145.0,943.0,7560.0,95.0,514.0,0.0,4117.0,320.0,13.0
1283630,train,ACC,False,Dec 2020,414.0,268.0,184.0,451.0,457.0,3222.0,5883.0,73.0,-1333.0,871.0,7531.0,85.0,456.0,0.0,4350.0,317.0,11.0
943819,train,RMD,False,Jun 2017,894.0,112.0,457.0,569.0,1172.0,1079.0,11071.0,342.0,2316.0,2067.0,3468.0,1644.0,360.0,268.0,1508.0,716.0,451.0
943819,train,RMD,False,Jun 2018,1005.0,120.0,560.0,680.0,1335.0,270.0,14779.0,316.0,2432.0,2340.0,3064.0,1066.0,511.0,269.0,1005.0,775.0,484.0
943819,train,RMD,False,Jun 2019,1113.0,151.0,555.0,706.0,1494.0,1259.0,17530.0,405.0,2436.0,2607.0,4108.0,1145.0,556.0,350.0,2035.0,858.0,528.0
943819,train,RMD,False,Jun 2020,1239.0,181.0,809.0,990.0,1718.0,1164.0,27818.0,622.0,2833.0,2957.0,4587.0,1523.0,603.0,417.0,2090.0,909.0,475.0
943819,train,RMD,False,Jun 2021,1358.0,192.0,912.0,1104.0,1839.0,643.0,35905.0,475.0,3080.0,3197.0,4728.0,1575.0,912.0,457.0,1842.0,927.0,614.0
1552033,test,TRU,False,Dec 2016,579.0,265.0,291.0,556.0,1126.0,2325.0,5666.0,121.0,-304.0,1705.0,4781.0,550.0,373.0,0.0,3308.0,825.0,283.0
1552033,test,TRU,False,Dec 2017,646.0,238.0,460.0,698.0,1288.0,2345.0,10069.0,441.0,137.0,1934.0,5119.0,589.0,458.0,0.0,3294.0,823.0,367.0
1552033,test,TRU,False,Dec 2018,790.0,307.0,481.0,788.0,1527.0,3976.0,10548.0,277.0,363.0,2317.0,7040.0,842.0,549.0,0.0,5058.0,1015.0,478.0
1552033,test,TRU,False,Dec 2019,806.0,339.0,548.0,887.0,1658.0,3598.0,16155.0,347.0,652.0,2463.0,7113.0,888.0,571.0,0.0,4774.0,1116.0,464.0
1552033,test,TRU,False,Dec 2020,854.0,347.0,516.0,863.0,1677.0,3399.0,18901.0,343.0,937.0,2531.0,7312.0,1470.0,670.0,0.0,4676.0,1177.0,395.0
1009829,train,JAKK,False,Dec 2016,483.6,22.9,18.4,41.3,223.0,203.0,99.8,1.2,-2.1,706.6,464.3,353.4,116.8,75.4,329.1,205.9,174.8
1009829,train,JAKK,False,Dec 2017,457.4,21.0,-71.6,-50.6,155.7,133.5,63.4,-83.1,-85.2,613.1,370.3,282.7,135.8,58.4,275.8,205.2,142.5
1009829,train,JAKK,False,Dec 2018,412.1,17.1,-29.2,-12.2,155.7,139.8,42.9,-42.4,-127.6,567.8,342.8,250.1,144.1,53.9,291.2,185.1,122.3
1009829,train,JAKK,False,Dec 2019,439.3,17.6,-37.5,-19.9,159.3,175.0,36.3,-55.5,-183.1,598.6,365.2,260.4,152.9,54.3,361.2,161.2,119.2
1009829,train,JAKK,False,Dec 2020,366.1,10.9,8.2,19.1,149.8,150.4,28.4,-14.3,-197.4,515.9,329.4,250.8,138.3,38.6,316.4,134.9,103.2
913949,train,MACR,False,Mar 2001,43.0,152.0,-239.0,-86.0,282.0,0.0,0.0,-309.0,-320.0,325.0,518.0,217.0,100.0,3.0,137.0,521.0,24.0
913949,train,MACR,False,Mar 2002,43.0,152.0,-239.0,-86.0,282.0,0.0,0.0,-309.0,-320.0,325.0,518.0,217.0,100.0,3.0,137.0,521.0,24.0
913949,train,MACR,False,Mar 2003,36.0,26.0,2.0,28.0,301.0,0.0,0.0,2.0,-318.0,337.0,527.0,267.0,101.0,1.0,128.0,299.0,28.0
913949,train,MACR,False,Mar 2004,33.0,19.0,49.0,68.0,337.0,0.0,0.0,41.0,-277.0,370.0,682.0,353.0,115.0,1.0,137.0,288.0,38.0
913949,train,MACR,False,Mar 2005,35.0,25.0,56.0,81.0,401.0,0.0,0.0,42.0,-244.0,436.0,844.0,460.0,140.0,1.0,174.0,346.0,58.0
1060490,train,BWNG,False,Dec 2001,85.0,71.0,-512.0,-441.0,-65.0,3.0,0.0,-508.0,-2261.0,20.0,610.0,525.0,65.0,26.0,70.0,447.0,2.0
1060490,train,BWNG,False,Dec 2002,85.0,71.0,-512.0,-441.0,-65.0,3.0,0.0,-508.0,-2261.0,20.0,610.0,525.0,65.0,26.0,70.0,447.0,2.0
1060490,train,BWNG,False,Dec 2003,265.0,41.0,-271.0,-229.0,49.0,3.0,0.0,-260.0,-2521.0,314.0,529.0,360.0,106.0,1.0,131.0,320.0,57.0
1060490,train,BWNG,False,Dec 2004,455.0,60.0,-128.0,-67.0,217.0,3.0,0.0,-152.0,-2673.0,672.0,781.0,343.0,245.0,1.0,326.0,345.0,95.0
1060490,train,BWNG,False,Dec 2005,580.0,102.0,-122.0,-20.0,299.0,3.0,0.0,-133.0,-2807.0,879.0,574.0,203.0,156.0,1.0,208.0,421.0,76.0
1516007,val,OILT,False,Dec 2009,32.0,16.0,59.0,74.0,84.0,130.0,543.0,38.0,0.0,116.0,310.0,40.0,39.0,0.0,206.0,26.0,30.0
1516007,val,OILT,False,Dec 2010,32.0,16.0,59.0,74.0,84.0,130.0,543.0,38.0,0.0,116.0,310.0,40.0,39.0,0.0,206.0,26.0,30.0
1516007,val,OILT,False,Dec 2011,32.0,16.0,46.0,62.0,86.0,18.0,543.0,62.0,0.0,117.0,322.0,50.0,21.0,0.0,42.0,33.0,25.0
1516007,val,OILT,False,Dec 2012,36.0,16.0,65.0,81.0,99.0,147.0,1105.0,63.0,0.0,135.0,469.0,49.0,34.0,0.0,183.0,35.0,41.0
1516007,val,OILT,False,Dec 2013,44.0,20.0,126.0,146.0,167.0,188.0,1972.0,117.0,0.0,211.0,729.0,138.0,45.0,0.0,235.0,42.0,119.0
1160858,train,TRLG,False,Dec 2008,115.0,6.0,78.0,84.0,196.0,0.0,467.0,47.0,148.0,311.0,230.0,188.0,21.0,35.0,32.0,118.0,27.0
1160858,train,TRLG,False,Dec 2009,115.0,6.0,78.0,84.0,196.0,0.0,467.0,47.0,148.0,311.0,230.0,188.0,21.0,35.0,32.0,118.0,27.0
1160858,train,TRLG,False,Dec 2010,134.0,10.0,70.0,80.0,230.0,0.0,564.0,43.0,182.0,364.0,296.0,243.0,31.0,42.0,47.0,160.0,28.0
1160858,train,TRLG,False,Dec 2011,148.0,13.0,75.0,87.0,272.0,0.0,876.0,45.0,221.0,420.0,360.0,301.0,41.0,53.0,60.0,197.0,24.0
1160858,train,TRLG,False,Dec 2012,168.0,13.0,78.0,91.0,300.0,0.0,654.0,46.0,242.0,467.0,406.0,306.0,47.0,66.0,73.0,221.0,37.0
909950,train,AHIZQ,False,Dec 2000,0.0,46.0,27.0,72.0,865.0,230.0,0.0,-9.0,-35.0,865.0,456.0,121.0,132.0,5.0,447.0,847.0,55.0
909950,train,AHIZQ,False,Dec 2001,0.0,46.0,27.0,72.0,865.0,230.0,0.0,-9.0,-35.0,865.0,456.0,121.0,132.0,5.0,447.0,847.0,55.0
909950,train,AHIZQ,False,Dec 2002,0.0,46.0,27.0,72.0,865.0,230.0,0.0,-9.0,-35.0,865.0,456.0,121.0,132.0,5.0,447.0,847.0,55.0
909950,train,AHIZQ,False,Dec 2003,0.0,46.0,27.0,72.0,865.0,230.0,0.0,-9.0,-35.0,865.0,456.0,121.0,132.0,5.0,447.0,847.0,55.0
909950,train,AHIZQ,False,Dec 2004,0.0,43.0,-10.0,33.0,895.0,235.0,0.0,-54.0,-89.0,895.0,422.0,109.0,137.0,5.0,463.0,908.0,57.0
1086600,train,ARLP,False,Dec 2016,1491.0,337.0,370.0,707.0,441.0,399.0,1670.0,339.0,-293.0,1931.0,2193.0,277.0,327.0,61.0,1100.0,73.0,153.0
1086600,train,ARLP,False,Dec 2017,1403.0,269.0,344.0,613.0,394.0,416.0,2575.0,304.0,-293.0,1796.0,2219.0,282.0,290.0,60.0,1068.0,62.0,182.0
1086600,train,ARLP,False,Dec 2018,1602.0,280.0,408.0,688.0,401.0,564.0,2221.0,367.0,-293.0,2003.0,2395.0,501.0,331.0,59.0,1207.0,68.0,175.0
1086600,train,ARLP,False,Dec 2019,1614.0,309.0,453.0,762.0,348.0,768.0,1373.0,399.0,-293.0,1962.0,2587.0,320.0,196.0,101.0,1321.0,73.0,162.0
1086600,train,ARLP,False,Dec 2020,1194.0,313.0,-83.0,230.0,134.0,519.0,570.0,-129.0,-293.0,1328.0,2166.0,246.0,215.0,56.0,1094.0,60.0,108.0
1551152,test,ABBV,False,Dec 2016,5832.0,1189.0,8931.0,10120.0,19806.0,36440.0,99723.0,5953.0,4378.0,25638.0,66099.0,16187.0,9781.0,1444.0,61463.0,10266.0,4758.0
1551152,test,ABBV,False,Dec 2017,7042.0,1501.0,8877.0,10378.0,21174.0,30953.0,153975.0,5309.0,5459.0,28216.0,70786.0,21223.0,16641.0,1605.0,65689.0,11302.0,5088.0
1551152,test,ABBV,False,Dec 2018,7718.0,1765.0,6545.0,8310.0,25035.0,35002.0,136333.0,5687.0,3368.0,32753.0,59352.0,16945.0,17239.0,1605.0,67798.0,18228.0,5384.0
1551152,test,ABBV,False,Dec 2019,7439.0,2017.0,10210.0,12227.0,25827.0,62975.0,130943.0,7882.0,4717.0,33266.0,89115.0,49519.0,15585.0,1813.0,97287.0,12459.0,5428.0
1551152,test,ABBV,False,Dec 2020,15387.0,6471.0,5852.0,12323.0,30417.0,77554.0,189134.0,4616.0,1055.0,45804.0,150565.0,24173.0,28661.0,3310.0,137468.0,17678.0,8822.0
1319947,train,DBI,False,Jan 2017,1933.0,83.0,203.0,286.0,785.0,160.0,1697.0,124.0,347.0,2718.0,1428.0,759.0,317.0,500.0,491.0,605.0,19.0
1319947,train,DBI,False,Jan 2018,2006.0,81.0,126.0,207.0,799.0,160.0,1603.0,67.0,355.0,2806.0,1422.0,871.0,328.0,502.0,466.0,617.0,19.0
1319947,train,DBI,False,Jan 2019,2239.0,79.0,13.0,92.0,939.0,160.0,2137.0,-20.0,255.0,3178.0,1621.0,955.0,463.0,645.0,788.0,820.0,69.0
1319947,train,DBI,False,Jan 2020,2493.0,87.0,127.0,214.0,1000.0,190.0,1022.0,94.0,267.0,3493.0,2465.0,901.0,680.0,633.0,1744.0,875.0,89.0
1319947,train,DBI,False,Jan 2021,1923.0,78.0,-585.0,-507.0,311.0,272.0,887.0,-489.0,-229.0,2235.0,1977.0,781.0,753.0,473.0,1734.0,753.0,196.0
1649096,test,CLPR,False,Dec 2016,43.2,11.8,25.8,41.1,49.8,754.5,177.9,-3.7,-8.6,93.0,905.2,64.4,9.0,0.0,779.0,23.7,4.5
1649096,test,CLPR,False,Dec 2017,47.7,13.8,29.5,46.2,56.2,843.9,177.9,-2.4,-17.5,104.0,1052.1,39.8,8.6,0.0,866.5,26.7,6.6
1649096,test,CLPR,False,Dec 2018,49.6,14.8,23.8,41.8,60.4,913.6,232.8,-3.6,-27.9,110.0,1101.0,62.8,12.6,0.0,939.5,27.9,3.6
1649096,test,CLPR,False,Dec 2019,53.9,17.8,31.1,50.7,62.3,997.9,188.8,-1.7,-36.4,116.2,1166.2,75.6,13.0,0.0,1024.4,28.8,4.2
1649096,test,CLPR,False,Dec 2020,58.2,22.8,28.0,51.6,64.7,1079.5,113.2,-4.9,-48.0,122.8,1207.9,107.2,11.7,0.0,1103.8,33.4,7.0
1574085,test,BHR,False,Dec 2016,298.1,46.0,66.8,112.8,107.8,390.5,351.6,19.3,-93.3,405.9,1257.0,206.8,432.5,1.5,828.1,60.2,37.0
1574085,test,BHR,False,Dec 2017,302.1,52.4,66.7,119.2,112.0,821.0,309.3,23.0,-88.8,414.1,1423.8,226.6,68.4,1.4,894.5,60.4,36.2
1574085,test,BHR,False,Dec 2018,318.7,57.6,54.7,112.2,112.7,756.8,287.4,1.3,-115.4,431.4,1636.5,282.4,307.6,1.9,1093.4,61.6,17.7
1574085,test,BHR,False,Dec 2019,372.1,70.8,57.5,128.2,115.5,1016.0,293.7,0.4,-150.6,487.6,1758.9,174.4,152.6,2.8,1247.2,75.5,36.2
1574085,test,BHR,False,Dec 2020,218.5,74.2,-84.0,-9.8,8.5,1130.6,176.4,-105.3,-266.0,227.0,1674.0,146.9,68.7,2.6,1278.2,98.5,26.8
888245,train,HWD,False,Dec 1997,198.0,18.0,36.0,54.0,71.0,200.0,0.0,-2.0,-209.0,269.0,271.0,61.0,35.0,1.0,257.0,36.0,2.0
888245,train,HWD,False,Dec 1998,198.0,18.0,36.0,54.0,71.0,200.0,0.0,-2.0,-209.0,269.0,271.0,61.0,35.0,1.0,257.0,36.0,2.0
888245,train,HWD,False,Dec 1999,222.0,16.0,1.0,17.0,85.0,515.0,0.0,-82.0,-291.0,307.0,526.0,135.0,58.0,2.0,596.0,91.0,5.0
888245,train,HWD,False,Dec 2000,252.0,16.0,65.0,82.0,97.0,511.0,0.0,8.0,-283.0,348.0,578.0,179.0,87.0,4.0,640.0,50.0,6.0
888245,train,HWD,False,Dec 2001,342.0,53.0,39.0,93.0,117.0,551.0,0.0,-29.0,-312.0,458.0,553.0,159.0,70.0,3.0,643.0,82.0,5.0
906469,train,WNG,False,Nov 1996,2325.0,31.0,140.0,172.0,176.0,0.0,0.0,42.0,80.0,2501.0,1411.0,789.0,538.0,0.0,653.0,26.0,391.0
906469,train,WNG,False,Nov 1997,2325.0,31.0,140.0,172.0,176.0,0.0,0.0,42.0,80.0,2501.0,1411.0,789.0,538.0,0.0,653.0,26.0,391.0
906469,train,WNG,False,Nov 1998,2325.0,31.0,140.0,172.0,176.0,0.0,0.0,42.0,80.0,2501.0,1411.0,789.0,538.0,0.0,653.0,26.0,391.0
906469,train,WNG,False,Nov 1999,2325.0,31.0,140.0,172.0,176.0,0.0,0.0,42.0,80.0,2501.0,1411.0,789.0,538.0,0.0,653.0,26.0,391.0
906469,train,WNG,False,Nov 2000,2325.0,31.0,140.0,172.0,176.0,0.0,0.0,42.0,80.0,2501.0,1411.0,789.0,538.0,0.0,653.0,26.0,391.0
1474735,val,GNRC,False,Dec 2016,935.0,54.0,198.0,253.0,512.0,1007.0,2554.0,96.0,456.0,1448.0,1862.0,684.0,342.0,350.0,1427.0,310.0,242.0
1474735,val,GNRC,False,Dec 2017,1095.0,52.0,246.0,298.0,585.0,907.0,3089.0,159.0,611.0,1679.0,2026.0,825.0,396.0,387.0,1428.0,334.0,279.0
1474735,val,GNRC,False,Dec 2018,1298.0,47.0,352.0,399.0,725.0,857.0,3088.0,220.0,831.0,2023.0,2426.0,1121.0,561.0,545.0,1604.0,368.0,326.0
1474735,val,GNRC,False,Dec 2019,1407.0,61.0,361.0,422.0,798.0,814.0,6293.0,253.0,1084.0,2204.0,2666.0,1196.0,497.0,522.0,1572.0,424.0,320.0
1474735,val,GNRC,False,Dec 2020,1528.0,69.0,479.0,548.0,958.0,817.0,14293.0,349.0,1433.0,2485.0,3235.0,1670.0,642.0,603.0,1779.0,477.0,375.0
1361709,train,SUSS,False,Dec 2009,3458.0,44.0,70.0,70.0,473.0,431.0,240.0,1.0,27.0,3931.0,914.0,210.0,178.0,82.0,699.0,403.0,60.0
1361709,train,SUSS,False,Dec 2010,3458.0,44.0,70.0,70.0,473.0,431.0,240.0,1.0,27.0,3931.0,914.0,210.0,178.0,82.0,699.0,403.0,60.0
1361709,train,SUSS,False,Dec 2011,4637.0,47.0,115.0,115.0,557.0,450.0,385.0,47.0,74.0,5194.0,1096.0,314.0,194.0,99.0,760.0,442.0,75.0
1361709,train,SUSS,False,Dec 2012,5207.0,51.0,126.0,126.0,611.0,607.0,732.0,47.0,121.0,5818.0,1571.0,515.0,233.0,115.0,759.0,485.0,106.0
1361709,train,SUSS,False,Dec 2013,5570.0,61.0,98.0,159.0,644.0,375.0,1390.0,14.0,135.0,6214.0,1375.0,296.0,255.0,127.0,539.0,546.0,139.0
1080131,train,INET,False,Dec 2004,21.0,3.0,17.0,20.0,64.0,0.0,0.0,93.0,-262.0,85.0,331.0,180.0,19.0,0.0,19.0,47.0,16.0
1080131,train,INET,False,Dec 2005,21.0,3.0,17.0,20.0,64.0,0.0,0.0,93.0,-262.0,85.0,331.0,180.0,19.0,0.0,19.0,47.0,16.0
1080131,train,INET,False,Dec 2006,21.0,3.0,17.0,20.0,64.0,0.0,0.0,93.0,-262.0,85.0,331.0,180.0,19.0,0.0,19.0,47.0,16.0
1080131,train,INET,False,Dec 2007,25.0,7.0,5.0,13.0,65.0,0.0,0.0,0.0,-262.0,90.0,363.0,123.0,23.0,0.0,23.0,61.0,15.0
1080131,train,INET,False,Dec 2008,24.0,14.0,19.0,33.0,80.0,0.0,0.0,12.0,-250.0,104.0,381.0,85.0,24.0,0.0,24.0,61.0,16.0
906345,train,CPT,False,Dec 2016,340.0,250.0,550.0,800.0,536.0,2481.0,8224.0,820.0,-289.0,876.0,6028.0,370.0,256.0,0.0,2856.0,291.0,24.0
906345,train,CPT,False,Dec 2017,358.0,264.0,289.0,553.0,542.0,2205.0,8534.0,196.0,-369.0,901.0,6174.0,402.0,253.0,0.0,2612.0,306.0,24.0
906345,train,CPT,False,Dec 2018,374.0,301.0,246.0,547.0,581.0,2322.0,8210.0,156.0,-495.0,955.0,6220.0,67.0,276.0,0.0,2782.0,344.0,23.0
906345,train,CPT,False,Dec 2019,397.0,336.0,306.0,642.0,631.0,2524.0,10313.0,220.0,-584.0,1028.0,6749.0,49.0,307.0,0.0,3047.0,381.0,22.0
906345,train,CPT,False,Dec 2020,423.0,367.0,222.0,589.0,621.0,3167.0,9732.0,124.0,-791.0,1044.0,7199.0,445.0,326.0,0.0,3682.0,410.0,20.0
1120102,train,APCS,False,Dec 2000,292.0,95.0,-141.0,-46.0,65.0,933.0,0.0,-147.0,-261.0,357.0,1598.0,235.0,128.0,5.0,1060.0,218.0,54.0
1120102,train,APCS,False,Dec 2001,292.0,95.0,-141.0,-46.0,65.0,933.0,0.0,-147.0,-261.0,357.0,1598.0,235.0,128.0,5.0,1060.0,218.0,54.0
1120102,train,APCS,False,Dec 2002,394.0,105.0,-368.0,-262.0,161.0,869.0,0.0,-403.0,-665.0,556.0,1172.0,184.0,129.0,7.0,1038.0,532.0,59.0
1120102,train,APCS,False,Dec 2003,377.0,70.0,7.0,118.0,254.0,664.0,0.0,-75.0,-740.0,631.0,1101.0,176.0,121.0,7.0,1040.0,242.0,46.0
1120102,train,APCS,False,Dec 2004,459.0,105.0,59.0,164.0,344.0,739.0,0.0,-17.0,-757.0,803.0,1176.0,283.0,148.0,9.0,1071.0,272.0,70.0
1355096,train,QRTEA,False,Dec 2016,6908.0,874.0,1454.0,2328.0,3739.0,6361.0,9158.0,1235.0,9068.0,10647.0,14357.0,2642.0,1760.0,968.0,9398.0,2771.0,1270.0
1355096,train,QRTEA,False,Dec 2017,6789.0,725.0,1405.0,2130.0,3615.0,7553.0,11686.0,2441.0,9068.0,10404.0,24122.0,4165.0,3441.0,1411.0,14039.0,2572.0,1726.0
1355096,train,QRTEA,False,Dec 2018,9209.0,637.0,1264.0,1901.0,4861.0,5963.0,8572.0,916.0,5675.0,14070.0,17841.0,4186.0,3951.0,1474.0,12097.0,3504.0,1835.0
1355096,train,QRTEA,False,Dec 2019,8899.0,606.0,-248.0,358.0,4559.0,5855.0,3507.0,-456.0,4891.0,13458.0,17305.0,4576.0,4001.0,1413.0,12333.0,3208.0,2056.0
1355096,train,QRTEA,False,Dec 2020,9291.0,562.0,1459.0,2021.0,4886.0,5186.0,4515.0,1196.0,3522.0,14177.0,16999.0,4565.0,4704.0,1301.0,13266.0,3314.0,1985.0
1421461,train,IPI,False,Dec 2016,238.9,40.9,-56.8,-15.9,-26.8,133.4,157.7,-64.2,-220.4,212.1,540.9,123.7,24.1,94.4,177.5,22.7,20.0
1421461,train,IPI,False,Dec 2017,166.0,33.2,-18.4,14.8,11.9,49.4,607.6,-22.6,-243.9,177.9,510.6,111.5,37.5,83.1,108.5,25.7,21.2
1421461,train,IPI,False,Dec 2018,170.0,32.2,14.6,46.8,38.3,49.6,334.7,11.8,-232.1,208.3,525.2,145.4,34.8,82.0,108.0,22.9,25.8
1421461,train,IPI,False,Dec 2019,176.6,34.3,16.4,50.7,43.5,29.8,351.1,13.6,-218.4,220.1,578.4,145.3,87.4,94.2,143.8,26.8,25.0
1421461,train,IPI,False,Dec 2020,186.4,36.1,-25.2,10.9,10.5,44.7,315.2,-27.2,-245.6,197.0,550.2,135.8,67.2,88.7,138.9,27.9,24.4
1325955,train,ALJ,False,Dec 2012,7463.0,122.0,270.0,392.0,555.0,578.0,1108.0,79.0,128.0,8018.0,2224.0,509.0,422.0,184.0,1566.0,286.0,184.0
1325955,train,ALJ,False,Dec 2013,6613.0,125.0,110.0,236.0,434.0,529.0,1135.0,23.0,125.0,7046.0,2245.0,601.0,541.0,129.0,1592.0,284.0,216.0
1325955,train,ALJ,False,Dec 2014,6284.0,124.0,128.0,252.0,496.0,539.0,882.0,38.0,127.0,6779.0,2192.0,538.0,412.0,123.0,1481.0,294.0,163.0
1325955,train,ALJ,False,Dec 2015,3771.0,126.0,161.0,287.0,567.0,540.0,1053.0,53.0,141.0,4338.0,2176.0,505.0,426.0,106.0,1487.0,364.0,123.0
1325955,train,ALJ,False,Dec 2016,3640.0,146.0,-98.0,48.0,274.0,512.0,815.0,-83.0,16.0,3913.0,2110.0,486.0,446.0,131.0,1466.0,341.0,168.0
866121,train,OA,False,Dec 2016,3470.0,159.0,472.0,631.0,985.0,1398.0,5043.0,293.0,1266.0,4455.0,5418.0,2235.0,1342.0,215.0,3601.0,513.0,1741.0
866121,train,OA,False,Dec 2017,3699.0,155.0,529.0,684.0,1065.0,1361.0,7586.0,310.0,1502.0,4764.0,5666.0,2542.0,1460.0,221.0,3621.0,536.0,1893.0
866121,train,OA,False,Mar 2013,2521.0,81.0,338.0,419.0,685.0,1024.0,1091.0,272.0,2483.0,3206.0,4383.0,2219.0,907.0,315.0,2870.0,347.0,1335.0
866121,train,OA,False,Mar 2014,2601.0,72.0,-55.0,17.0,290.0,1844.0,2109.0,117.0,2789.0,2891.0,5858.0,2447.0,1130.0,134.0,3936.0,345.0,1176.0
866121,train,OA,False,Mar 2015,2412.0,82.0,257.0,339.0,701.0,1512.0,4554.0,195.0,894.0,3113.0,5478.0,2394.0,1377.0,196.0,3956.0,444.0,1728.0
1297633,train,PLAY,False,Dec 2001,6.0,1.0,-22.0,-23.0,3.0,1.0,0.0,-23.0,-65.0,9.0,24.0,21.0,5.0,3.0,89.0,26.0,1.0
1297633,train,PLAY,False,Dec 2002,6.0,1.0,-22.0,-23.0,3.0,1.0,0.0,-23.0,-65.0,9.0,24.0,21.0,5.0,3.0,89.0,26.0,1.0
1297633,train,PLAY,False,Dec 2003,12.0,1.0,-8.0,-7.0,9.0,0.0,0.0,-8.0,-73.0,21.0,19.0,17.0,8.0,1.0,8.0,17.0,5.0
